lights_1,lights_2,lights_3,lights_4,lights_5,lights_6,lights_7,speed,time
1,1,1,1,1,1,1,71.45,2023-12-25 00:40:05 UTC
1,1,1,1,1,1,1,30.27,2023-12-25 00:40:10 UTC
1,1,1,1,1,1,0,35.32,2023-12-25 00:40:15 UTC
1,1,1,1,1,1,1,68.19,2023-12-25 00:40:20 UTC
1,1,1,1,1,1,1,58.51,2023-12-25 00:40:25 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:40:30 UTC
1,1,1,1,1,1,1,79.55,2023-12-25 00:40:35 UTC
1,1,1,1,1,1,1,67.88,2023-12-25 00:40:40 UTC
1,1,1,1,1,1,1,33.85,2023-12-25 00:40:45 UTC
1,1,1,1,1,1,1,120.77,2023-12-25 00:40:50 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:40:55 UTC
1,1,1,1,1,0,0,76.96,2023-12-25 00:41:00 UTC
1,1,1,1,1,1,1,111.25,2023-12-25 00:41:05 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:41:10 UTC
1,1,1,1,1,0,0,71.91,2023-12-25 00:41:20 UTC
1,1,1,1,1,1,1,32.79,2023-12-25 00:41:25 UTC
1,1,1,1,1,1,0,63.93,2023-12-25 00:41:30 UTC
1,1,1,1,1,1,1,64.31,2023-12-25 00:41:35 UTC
1,1,1,1,1,1,1,31.3,2023-12-25 00:41:40 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:41:45 UTC
1,1,1,1,1,1,1,60.06,2023-12-25 00:41:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:41:55 UTC
1,1,1,1,0,0,0,57.01,2023-12-25 00:42:00 UTC
1,1,1,1,1,1,1,104.84,2023-12-25 00:42:05 UTC
1,1,1,1,1,1,1,103.31,2023-12-25 00:42:10 UTC
1,1,1,1,0,0,0,51.31,2023-12-25 00:42:15 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:42:20 UTC
1,1,1,1,1,1,1,69.04,2023-12-25 00:42:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:42:30 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:42:35 UTC
1,1,1,1,0,0,0,42.28,2023-12-25 00:42:40 UTC
1,1,1,1,1,1,0,85.82,2023-12-25 00:42:45 UTC
1,1,1,1,1,1,1,32.91,2023-12-25 00:42:50 UTC
1,1,1,1,1,1,0,49.8,2023-12-25 00:42:55 UTC
1,1,1,1,1,1,1,34.93,2023-12-25 00:43:00 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:43:05 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:43:10 UTC
1,1,1,1,0,0,0,52.39,2023-12-25 00:43:15 UTC
1,1,1,1,1,1,1,93.26,2023-12-25 00:43:20 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:43:25 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:43:30 UTC
1,1,1,1,0,0,0,55.39,2023-12-25 00:43:35 UTC
1,1,1,1,1,1,1,93.82,2023-12-25 00:43:40 UTC
1,1,1,1,1,1,1,44.33,2023-12-25 00:43:45 UTC
1,1,1,1,1,1,0,54.63,2023-12-25 00:43:50 UTC
1,1,1,1,1,1,1,45.91,2023-12-25 00:43:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:44:00 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:44:05 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:44:10 UTC
1,1,1,1,0,0,0,42.61,2023-12-25 00:44:20 UTC
1,1,1,1,1,1,1,90.63,2023-12-25 00:44:25 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:44:30 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:44:35 UTC
1,1,1,1,1,0,0,74.81,2023-12-25 00:44:40 UTC
1,1,1,1,1,1,1,30.56,2023-12-25 00:44:45 UTC
1,1,1,1,1,1,1,116.45,2023-12-25 00:44:50 UTC
1,1,1,1,1,1,1,32.56,2023-12-25 00:44:55 UTC
1,1,1,1,1,1,0,70.74,2023-12-25 00:45:00 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:45:05 UTC
1,1,1,1,1,0,0,79.56,2023-12-25 00:45:10 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:45:15 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:45:20 UTC
1,1,1,1,1,0,0,69.33,2023-12-25 00:45:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:45:30 UTC
1,1,1,1,1,0,0,80.04,2023-12-25 00:45:35 UTC
1,1,1,1,1,1,1,44.58,2023-12-25 00:45:40 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:45:45 UTC
1,1,1,1,1,1,1,46.66,2023-12-25 00:45:50 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:45:55 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:46:00 UTC
1,1,1,1,0,0,0,55.12,2023-12-25 00:46:05 UTC
1,1,1,1,1,1,0,61.82,2023-12-25 00:46:10 UTC
1,1,1,1,1,1,1,65.83,2023-12-25 00:46:15 UTC
1,1,1,1,1,1,1,61.53,2023-12-25 00:46:20 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:46:25 UTC
1,1,1,1,0,0,0,48.65,2023-12-25 00:46:30 UTC
1,1,1,1,1,1,1,97.39,2023-12-25 00:46:35 UTC
1,1,1,1,1,1,1,36.13,2023-12-25 00:46:40 UTC
1,1,1,1,1,1,0,45.47,2023-12-25 00:46:45 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:46:50 UTC
1,1,1,1,1,1,1,38.95,2023-12-25 00:46:55 UTC
1,1,1,1,1,1,0,66.83,2023-12-25 00:47:00 UTC
1,1,1,1,1,1,1,103.28,2023-12-25 00:47:05 UTC
1,1,1,1,1,1,1,119.77,2023-12-25 00:47:10 UTC
1,1,1,1,0,0,0,55.11,2023-12-25 00:47:15 UTC
1,1,1,1,1,1,0,42.73,2023-12-25 00:47:20 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:47:25 UTC
1,1,1,1,1,1,1,35.98,2023-12-25 00:47:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:47:35 UTC
1,1,1,1,1,1,1,72.12,2023-12-25 00:47:40 UTC
1,1,1,1,1,1,1,43.98,2023-12-25 00:47:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:47:50 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:47:55 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:48:00 UTC
1,1,1,1,1,0,0,67.56,2023-12-25 00:48:10 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:48:15 UTC
1,1,1,1,1,1,1,97.26,2023-12-25 00:48:20 UTC
1,1,1,1,1,0,0,71.13,2023-12-25 00:48:25 UTC
1,1,1,1,1,1,1,50.19,2023-12-25 00:48:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:48:35 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:48:40 UTC
1,1,1,1,0,0,0,55.12,2023-12-25 00:48:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:48:50 UTC
1,1,1,1,1,1,1,40.46,2023-12-25 00:48:55 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:49:00 UTC
1,1,1,1,1,1,1,90.39,2023-12-25 00:49:05 UTC
1,1,1,1,1,0,0,75.4,2023-12-25 00:49:10 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:49:15 UTC
1,1,1,1,0,0,0,38.38,2023-12-25 00:49:20 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:49:25 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:49:30 UTC
1,1,1,1,1,0,0,60.55,2023-12-25 00:49:35 UTC
1,1,1,1,1,1,1,59.25,2023-12-25 00:49:40 UTC
1,1,1,1,1,1,0,45.62,2023-12-25 00:49:45 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:49:50 UTC
1,1,1,1,1,1,1,113.93,2023-12-25 00:49:55 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:50:00 UTC
1,1,1,1,0,0,0,38.64,2023-12-25 00:50:05 UTC
1,1,1,1,1,1,0,47.88,2023-12-25 00:50:10 UTC
1,1,1,1,1,1,1,68.88,2023-12-25 00:50:15 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:50:20 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:50:25 UTC
1,1,1,1,1,0,0,63.6,2023-12-25 00:50:35 UTC
1,1,1,1,1,1,1,45.29,2023-12-25 00:50:40 UTC
1,1,1,1,1,1,0,34.13,2023-12-25 00:50:45 UTC
1,1,1,1,1,1,1,65.55,2023-12-25 00:50:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:50:55 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:51:00 UTC
1,1,1,1,1,0,0,60.36,2023-12-25 00:51:10 UTC
1,1,1,1,1,1,1,64.26,2023-12-25 00:51:15 UTC
1,1,1,1,1,1,1,64.9,2023-12-25 00:51:20 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:51:25 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:51:30 UTC
1,1,1,1,0,0,0,54.51,2023-12-25 00:51:35 UTC
1,1,1,1,1,1,0,70.54,2023-12-25 00:51:40 UTC
1,1,1,1,1,1,1,54.09,2023-12-25 00:51:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:51:50 UTC
1,1,1,1,1,1,1,31.29,2023-12-25 00:51:55 UTC
1,1,1,1,1,1,0,61.28,2023-12-25 00:52:00 UTC
1,1,1,1,1,1,1,95.31,2023-12-25 00:52:05 UTC
1,1,1,1,0,0,0,31.2,2023-12-25 00:52:10 UTC
1,1,1,1,1,1,0,51.84,2023-12-25 00:52:15 UTC
1,1,1,1,1,1,1,63.54,2023-12-25 00:52:20 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:52:25 UTC
1,1,1,1,1,0,0,71.52,2023-12-25 00:52:30 UTC
1,1,1,1,1,1,1,41.44,2023-12-25 00:52:35 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:52:40 UTC
1,1,1,1,1,1,1,53.59,2023-12-25 00:52:45 UTC
1,1,1,1,1,1,0,43.08,2023-12-25 00:52:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:52:55 UTC
1,1,1,1,1,1,1,102.25,2023-12-25 00:53:00 UTC
1,1,1,1,1,0,0,80.83,2023-12-25 00:53:05 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:53:10 UTC
1,1,1,1,0,0,0,30.73,2023-12-25 00:53:15 UTC
1,1,1,1,1,1,0,63.51,2023-12-25 00:53:20 UTC
1,1,1,1,1,1,1,104.39,2023-12-25 00:53:25 UTC
1,1,1,1,1,1,1,119.95,2023-12-25 00:53:30 UTC
1,1,1,1,1,1,1,112.85,2023-12-25 00:53:35 UTC
1,1,1,1,0,0,0,51.41,2023-12-25 00:53:40 UTC
1,1,1,1,1,1,0,31.83,2023-12-25 00:53:45 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:53:50 UTC
1,1,1,1,1,1,1,44.36,2023-12-25 00:53:55 UTC
1,1,1,1,1,1,0,79.47,2023-12-25 00:54:00 UTC
1,1,1,1,1,1,1,102.77,2023-12-25 00:54:05 UTC
1,1,1,1,0,0,0,43.65,2023-12-25 00:54:10 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:54:15 UTC
1,1,1,1,1,1,1,48.74,2023-12-25 00:54:20 UTC
1,1,1,1,1,1,0,40.29,2023-12-25 00:54:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:54:30 UTC
1,1,1,1,1,1,1,97.11,2023-12-25 00:54:35 UTC
1,1,1,1,1,1,1,102.64,2023-12-25 00:54:40 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:54:45 UTC
1,1,1,1,1,1,1,112.3,2023-12-25 00:54:50 UTC
1,1,1,1,0,0,0,54.85,2023-12-25 00:54:55 UTC
1,1,1,1,1,1,0,61.2,2023-12-25 00:55:00 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:55:05 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:55:10 UTC
1,1,1,1,0,0,0,37.17,2023-12-25 00:55:15 UTC
1,1,1,1,1,1,0,31.34,2023-12-25 00:55:20 UTC
1,1,1,1,1,1,1,47.86,2023-12-25 00:55:25 UTC
1,1,1,1,1,1,1,42.7,2023-12-25 00:55:30 UTC
1,1,1,1,1,1,1,61.42,2023-12-25 00:55:35 UTC
1,1,1,1,1,1,1,120.31,2023-12-25 00:55:40 UTC
1,1,1,1,1,0,0,67.61,2023-12-25 00:55:45 UTC
1,1,1,1,1,1,1,44.9,2023-12-25 00:55:50 UTC
1,1,1,1,1,1,1,114.1,2023-12-25 00:55:55 UTC
1,1,1,1,1,1,1,30.73,2023-12-25 00:56:00 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:56:05 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:56:10 UTC
1,1,1,1,0,0,0,52.42,2023-12-25 00:56:15 UTC
1,1,1,1,1,1,0,63.59,2023-12-25 00:56:20 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:56:25 UTC
1,1,1,1,0,0,0,52.12,2023-12-25 00:56:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:56:35 UTC
1,1,1,1,1,1,1,52.71,2023-12-25 00:56:40 UTC
1,1,1,1,1,1,0,32.33,2023-12-25 00:56:45 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:56:50 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:56:55 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:57:00 UTC
1,1,1,1,0,0,0,31.87,2023-12-25 00:57:10 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:57:15 UTC
1,1,1,1,1,1,1,64.66,2023-12-25 00:57:20 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:57:25 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:57:30 UTC
1,1,1,1,0,0,0,45.57,2023-12-25 00:57:35 UTC
1,1,1,1,1,1,0,74.52,2023-12-25 00:57:40 UTC
1,1,1,1,1,1,1,120.7,2023-12-25 00:57:45 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:57:50 UTC
1,1,1,1,0,0,0,40.1,2023-12-25 00:57:55 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:58:00 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 00:58:05 UTC
1,1,1,1,1,0,0,70.46,2023-12-25 00:58:10 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:58:15 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:58:20 UTC
1,1,1,1,1,1,1,94.5,2023-12-25 00:58:25 UTC
1,1,1,1,0,0,0,31.71,2023-12-25 00:58:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:58:35 UTC
1,1,1,1,1,1,1,56.35,2023-12-25 00:58:40 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:58:45 UTC
1,1,1,1,1,1,1,77.85,2023-12-25 00:58:50 UTC
1,1,1,1,1,1,1,79.82,2023-12-25 00:58:55 UTC
1,1,1,1,1,1,1,114.26,2023-12-25 00:59:00 UTC
1,1,1,1,1,0,0,89.06,2023-12-25 00:59:05 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 00:59:10 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 00:59:15 UTC
1,1,1,1,0,0,0,33.42,2023-12-25 00:59:20 UTC
1,1,1,1,1,1,0,61.28,2023-12-25 00:59:25 UTC
1,1,1,1,1,1,1,63.11,2023-12-25 00:59:30 UTC
1,1,1,1,1,1,1,76.27,2023-12-25 00:59:35 UTC
1,1,1,1,1,1,1,66.06,2023-12-25 00:59:40 UTC
1,1,1,1,1,1,1,35.45,2023-12-25 00:59:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 00:59:50 UTC
1,1,1,1,1,1,1,62.69,2023-12-25 00:59:55 UTC
1,1,1,1,1,1,1,40.67,2023-12-25 01:00:00 UTC
1,1,1,1,1,1,0,34.92,2023-12-25 01:00:05 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:00:10 UTC
1,1,1,1,1,1,1,72.83,2023-12-25 01:00:15 UTC
1,1,1,1,1,1,1,49.48,2023-12-25 01:00:20 UTC
1,1,1,1,1,1,0,77.59,2023-12-25 01:00:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:00:30 UTC
1,1,1,1,1,0,0,71.56,2023-12-25 01:00:35 UTC
1,1,1,1,1,1,1,55.52,2023-12-25 01:00:40 UTC
1,1,1,1,1,1,1,95.59,2023-12-25 01:00:45 UTC
1,1,1,1,1,1,1,58.97,2023-12-25 01:00:50 UTC
1,1,1,1,1,1,0,33.19,2023-12-25 01:00:55 UTC
1,1,1,1,1,1,1,36.83,2023-12-25 01:01:00 UTC
1,1,1,1,1,1,1,113.74,2023-12-25 01:01:05 UTC
1,1,1,1,1,1,1,37.11,2023-12-25 01:01:10 UTC
1,1,1,1,1,1,0,74.09,2023-12-25 01:01:15 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:01:20 UTC
1,1,1,1,1,0,0,71.26,2023-12-25 01:01:25 UTC
1,1,1,1,1,1,1,47.1,2023-12-25 01:01:30 UTC
1,1,1,1,1,1,1,114.88,2023-12-25 01:01:35 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 01:01:40 UTC
1,1,1,1,0,0,0,53.21,2023-12-25 01:01:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:01:50 UTC
1,1,1,1,1,1,1,54.91,2023-12-25 01:01:55 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:02:00 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 01:02:05 UTC
1,1,1,1,0,0,0,41.25,2023-12-25 01:02:10 UTC
1,1,1,1,1,1,0,60.36,2023-12-25 01:02:15 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:02:20 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:02:25 UTC
1,1,1,1,0,0,0,37.73,2023-12-25 01:02:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:02:35 UTC
1,1,1,1,1,1,1,31.56,2023-12-25 01:02:40 UTC
1,1,1,1,1,1,1,115.88,2023-12-25 01:02:45 UTC
1,1,1,1,1,1,1,30.74,2023-12-25 01:02:50 UTC
1,1,1,1,1,1,0,87.16,2023-12-25 01:02:55 UTC
1,1,1,1,1,1,1,37.88,2023-12-25 01:03:00 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:03:05 UTC
1,1,1,1,1,1,1,50.09,2023-12-25 01:03:10 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:03:15 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 01:03:20 UTC
1,1,1,1,1,0,0,78.15,2023-12-25 01:03:25 UTC
1,1,1,1,1,1,1,60.16,2023-12-25 01:03:30 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:03:35 UTC
1,1,1,1,0,0,0,54.82,2023-12-25 01:03:40 UTC
1,1,1,1,1,1,1,100.33,2023-12-25 01:03:45 UTC
1,1,1,1,1,1,1,62.14,2023-12-25 01:03:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:03:55 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:04:00 UTC
1,1,1,1,0,0,0,39.74,2023-12-25 01:04:05 UTC
1,1,1,1,1,1,1,100.14,2023-12-25 01:04:10 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 01:04:15 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:04:20 UTC
1,1,1,1,1,0,0,61.82,2023-12-25 01:04:25 UTC
1,1,1,1,1,1,1,34.33,2023-12-25 01:04:30 UTC
1,1,1,1,1,1,0,75.33,2023-12-25 01:04:35 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:04:40 UTC
1,1,1,1,1,1,1,98.22,2023-12-25 01:04:45 UTC
1,1,1,1,0,0,0,33.18,2023-12-25 01:04:50 UTC
1,1,1,1,1,1,1,110.38,2023-12-25 01:04:55 UTC
1,1,1,1,1,1,1,39.14,2023-12-25 01:05:00 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:05:05 UTC
1,1,1,1,1,1,1,77.29,2023-12-25 01:05:10 UTC
1,1,1,1,1,1,1,80.23,2023-12-25 01:05:15 UTC
1,1,1,1,1,1,1,38.94,2023-12-25 01:05:20 UTC
1,1,1,1,1,1,0,83.28,2023-12-25 01:05:25 UTC
1,1,1,1,1,1,1,54.29,2023-12-25 01:05:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:05:35 UTC
1,1,1,1,1,1,1,106.81,2023-12-25 01:05:40 UTC
1,1,1,1,0,0,0,51.61,2023-12-25 01:05:45 UTC
1,1,1,1,1,1,0,42.3,2023-12-25 01:05:50 UTC
1,1,1,1,1,1,1,33.37,2023-12-25 01:05:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:06:00 UTC
1,1,1,1,1,1,1,37.96,2023-12-25 01:06:05 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:06:10 UTC
1,1,1,1,1,1,1,52.82,2023-12-25 01:06:15 UTC
1,1,1,1,1,1,0,64.01,2023-12-25 01:06:20 UTC
1,1,1,1,1,1,1,47.2,2023-12-25 01:06:25 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:06:30 UTC
1,1,1,1,1,1,1,30.62,2023-12-25 01:06:35 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:06:40 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 01:06:45 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:06:50 UTC
1,1,1,1,0,0,0,46.96,2023-12-25 01:06:55 UTC
1,1,1,1,1,1,0,48.09,2023-12-25 01:07:00 UTC
1,1,1,1,1,1,1,55.8,2023-12-25 01:07:05 UTC
1,1,1,1,1,1,1,61.73,2023-12-25 01:07:10 UTC
1,1,1,1,1,1,1,54.69,2023-12-25 01:07:15 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:07:20 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 01:07:25 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:07:30 UTC
1,1,1,1,1,1,1,101.55,2023-12-25 01:07:35 UTC
1,1,1,1,1,1,1,112.97,2023-12-25 01:07:40 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:07:45 UTC
1,1,1,1,1,0,0,68.18,2023-12-25 01:07:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:07:55 UTC
1,1,1,1,1,0,0,79.31,2023-12-25 01:08:00 UTC
1,1,1,1,1,1,1,105.24,2023-12-25 01:08:05 UTC
1,1,1,1,0,0,0,56.31,2023-12-25 01:08:10 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:08:15 UTC
1,1,1,1,1,1,1,107.84,2023-12-25 01:08:20 UTC
1,1,1,1,1,0,0,80.0,2023-12-25 01:08:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:08:30 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:08:35 UTC
1,1,1,1,1,0,0,76.46,2023-12-25 01:08:40 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:08:45 UTC
1,1,1,1,1,0,0,77.36,2023-12-25 01:08:50 UTC
1,1,1,1,1,1,1,86.32,2023-12-25 01:08:55 UTC
1,1,1,1,1,1,1,79.22,2023-12-25 01:09:00 UTC
1,1,1,1,1,1,1,94.57,2023-12-25 01:09:05 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:09:10 UTC
1,1,1,1,1,1,1,104.98,2023-12-25 01:09:30 UTC
1,1,1,1,1,1,1,116.86,2023-12-25 01:09:35 UTC
1,1,1,1,1,0,0,87.51,2023-12-25 01:09:40 UTC
1,1,1,1,1,1,1,105.47,2023-12-25 01:09:45 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:09:50 UTC
1,1,1,1,0,0,0,47.39,2023-12-25 01:09:55 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:10:00 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 01:10:05 UTC
1,1,1,1,1,0,0,78.31,2023-12-25 01:10:10 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:10:15 UTC
1,1,1,1,0,0,0,57.63,2023-12-25 01:10:20 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:10:25 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 01:10:30 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:10:35 UTC
1,1,1,1,1,0,0,67.9,2023-12-25 01:11:00 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:11:05 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:11:10 UTC
1,1,1,1,1,1,1,114.32,2023-12-25 01:11:25 UTC
1,1,1,1,1,0,0,76.64,2023-12-25 01:11:30 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:11:35 UTC
1,1,1,1,0,0,0,40.52,2023-12-25 01:11:40 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:11:45 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 01:11:50 UTC
1,1,1,1,1,0,0,65.53,2023-12-25 01:11:55 UTC
1,1,1,1,1,1,1,89.91,2023-12-25 01:12:00 UTC
1,1,1,1,1,1,1,76.66,2023-12-25 01:12:05 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:12:10 UTC
1,1,1,1,0,0,0,53.6,2023-12-25 01:12:15 UTC
1,1,1,1,1,1,1,120.66,2023-12-25 01:12:20 UTC
1,1,1,1,1,1,1,120.09,2023-12-25 01:12:25 UTC
1,1,1,1,0,0,0,41.86,2023-12-25 01:12:30 UTC
1,1,1,1,1,1,0,56.68,2023-12-25 01:12:35 UTC
1,1,1,1,1,1,1,67.61,2023-12-25 01:12:40 UTC
1,1,1,1,1,1,1,46.59,2023-12-25 01:12:45 UTC
1,1,1,1,1,1,0,79.36,2023-12-25 01:12:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:12:55 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:13:00 UTC
1,1,1,1,0,0,0,42.34,2023-12-25 01:13:05 UTC
1,1,1,1,1,1,0,35.97,2023-12-25 01:13:10 UTC
1,1,1,1,1,1,1,90.07,2023-12-25 01:13:15 UTC
1,1,1,1,1,1,1,31.53,2023-12-25 01:13:20 UTC
1,1,1,1,1,1,0,68.73,2023-12-25 01:13:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-25 01:13:30 UTC
1,1,1,1,0,0,0,36.05,2023-12-25 01:13:35 UTC
1,1,1,1,1,1,0,32.55,2023-12-25 01:13:40 UTC
1,1,1,1,1,1,1,45.35,2023-12-25 01:13:45 UTC
1,1,1,1,1,1,1,118.68,2023-12-25 01:13:50 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 01:13:55 UTC
1,1,1,1,0,0,0,56.76,2023-12-25 01:14:00 UTC
0,0,1,1,1,1,0,0.0,2023-12-25 01:14:05 UTC
0,0,0,0,1,1,1,0.0,2023-12-25 01:14:10 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:14:15 UTC
1,1,1,1,1,1,1,102.99,2023-12-25 01:14:20 UTC
0,0,0,0,0,0,0,0.0,2023-12-25 01:14:25 UTC
